,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme 1,Scheme 2,JOB_ID,ACCOUNT_ITEM_ID(Cont No.),Policy_No,Prefix,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_ADDRESS_3,SITE_ADDRESS_4(Post Code),CONTRACTOR,WORK_TYPE_1,WORK_TYPE_2,WORK_TYPE_3,CONTRACT_PRICE,Excess,Excess value,CODE1(rates),CODE2(rates),COMPLETION_DATE,Orig Pol Start Date,DEPOSIT_PAID_DATE,GUARANTEE_TERM_1,Commision,PAYMENT_MADE,IPT/TAX,IPTPLUSPAYMENT,NET_PREMIUM,MONTH_OF_COMPLETION,LOCATION,Type,No of Policies,Bord Month,Reserve Pot,Actuarial Split,Month of Account,Bord Name,Customer Surname,Unique identifier,Actuarial Adjustment,Claims Paid(Y or N),Claim Amount
Global Home Warranties,GHW NI,Week 3,,NINZ1001140043784,GHW,51,"College Green, Bangor, Phase 1",,BT20 5FA,SFH Developments Ltd,New Build,,,48200,N,,,,01/01/2014,,,120,,,11.57,,192.8,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100481,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1001140043788,GHW,5,"Ballylane Road, Glenanne",,BT60 2ED,David Whiteside Building,New Build,,,145000,N,,,,01/01/2014,,,120,,,34.8,,580,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100482,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1008130043605,GHW,5,"Gransha Wood, Old Dundonald Road, Dundonald",,BT16,SFH Developments Ltd,New Build,,,57150,N,,,,01/01/2014,,,120,,,13.72,,228.6,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100483,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1008130043606,GHW,6,"Gransha Wood, Old Dundonald Road, Dundonald",,BT16,SFH Developments Ltd,New Build,,,57150,N,,,,01/01/2014,,,120,,,13.72,,228.6,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100484,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043789,GHW,1,"College Manor, Portadown",,BT63 5UB,LRK Building & Joinery,New Build,,,55000,N,,,,01/01/2014,,,120,,,11.55,,192.5,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100485,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043790,GHW,16,"College Manor, Portadown",,BT63 5UB,LRK Building & Joinery,New Build,,,55000,N,,,,01/01/2014,,,120,,,11.55,,192.5,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100486,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043797,GHW,26 Postal 11,"Old Coach Hill, Ballygowan Road, Banbridge",,BT32 3ZF,SFH Developments Ltd,New Build,,,56500,N,,,,01/01/2014,,,120,,,13.56,,226,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100487,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043798,GHW,33 Postal 27,"Old Coach Hill, Ballygowan Road, Banbridge",,BT32 3ZF,SFH Developments Ltd,New Build,,,64500,N,,,,01/01/2014,,,120,,,15.48,,258,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100488,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043799,GHW,34 Postal 29,"Old Coach Hill, Ballygowan Road, Banbridge",,BT32 3ZF,SFH Developments Ltd,New Build,,,64500,N,,,,01/01/2014,,,120,,,15.48,,258,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100489,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043800,GHW,14,"Lyndale Manor, Portadown ",,BT63 5TE,Bell Building ,New Build,,,64350,N,,,,01/01/2014,,,120,,,15.44,,257.4,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100490,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043795,GHW,4,"Drumcree Mews, Drumcree Road, Portadown",,BT62 1PU,M Kerr Contracts ,New Build,,,37000,N,,,,01/01/2014,,,120,,,7.77,,129.5,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100491,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1001140043796,GHW,5,"Drumcree Mews, Drumcree Road, Portadown",,BT62 1PU,M Kerr Contracts ,New Build,,,37000,N,,,,01/01/2014,,,120,,,7.77,,129.5,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100492,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043785,GHW,29,"Bowens Meadows, Bowens Lane, Lurgan",,BT66 7GA,Mearne Construction Ltd,New Build,,,55000,N,,,,01/01/2014,,,120,,,11.55,,192.5,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100493,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043801,GHW,24A,"Cherrywood, Cornakinnegar Road, Lurgan ",,BT67 9JN,Smyth Construction ,New Build,,,59400,N,,,,01/01/2014,,,120,,,12.47,,207.9,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100494,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043819,GHW,A (TBC),"900 Antrim Road, Templepatrick",,BT39 0AH,Michael White (Self-Build),New Build,,,64800,N,,,,01/01/2014,,,120,,,17.5,,291.6,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100495,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043820,GHW,B (TBC),"900 Antrim Road, Templepatrick",,BT39 0AH,Michael White (Self-Build),New Build,,,64800,N,,,,01/01/2014,,,120,,,17.5,,291.6,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100496,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043825,GHW,1,"Laurelhill Lodge, 3 Laurelhill Road, Donacloney",,BT25 1JR,Amanda Woods ,New Build,,,200000,N,,,,01/01/2014,,,120,,,48,,800,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100497,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043822,GHW,3,"Whitehill Lodge, Causeway End Road, Lisburn ",,BT28 ,Nickal Developments,New Build,,,60000,N,,,,01/01/2014,,,120,,,14.4,,240,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100498,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043823,GHW,4,"Whitehill Lodge, Causeway End Road, Lisburn ",,BT28 ,Nickal Developments,New Build,,,60000,N,,,,01/01/2014,,,120,,,14.4,,240,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100499,,,
Global Home Warranties,GHW NI,Week 5,,NINZ1001140043824,GHW,5,"Whitehill Lodge, Causeway End Road, Lisburn ",,BT28 ,Nickal Developments,New Build,,,60000,N,,,,01/01/2014,,,120,,,14.4,,240,01/01/2014,,Policy,1,01/01/2014,GHW,GHW,01/02/2014,,,2014GHW100500,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043826,GHW,1,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100501,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043827,GHW,2,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100502,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043828,GHW,3,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100503,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043829,GHW,4,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100504,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043830,GHW,5,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100505,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043831,GHW,6,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100506,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043832,GHW,7,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100507,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043833,GHW,8,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100508,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043834,GHW,9,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100509,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043835,GHW,10,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100510,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043836,GHW,11,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100511,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043837,GHW,12,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,41320,N,,,,01/02/2014,,,120,,,7.44,,123.96,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100512,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043838,GHW,13,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,32757,N,,,,01/02/2014,,,120,,,5.9,,98.27,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100513,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043839,GHW,14,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,32757,N,,,,01/02/2014,,,120,,,5.9,,98.27,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100514,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043840,GHW,15,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,32757,N,,,,01/02/2014,,,120,,,5.9,,98.27,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100515,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043841,GHW,Apt 1,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,28650,N,,,,01/02/2014,,,120,,,5.16,,85.95,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100516,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043842,GHW,Apt 2,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,28650,N,,,,01/02/2014,,,120,,,5.16,,85.95,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100517,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043843,GHW,Apt 3,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,28650,N,,,,01/02/2014,,,120,,,5.16,,85.95,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100518,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1002140043844,GHW,Apt 4,"135-147 Upper Springfield Road, Hannahstown, Belfast",,BT17,Carncastle Properties Ltd,New Build,,,28650,N,,,,01/02/2014,,,120,,,5.16,,85.95,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100519,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043792,GHW,8,"Cedar Wood, Calvertstown Road, Bleary",,BT66,Sheriff Homes ,New Build,,,42000,N,,,,01/02/2014,,,120,,,8.82,,147,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100520,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043793,GHW,9,"Cedar Wood, Calvertstown Road, Bleary",,BT66,Sheriff Homes ,New Build,,,42000,N,,,,01/02/2014,,,120,,,8.82,,147,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100521,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043794,GHW,10,"Cedar Wood, Calvertstown Road, Bleary",,BT66,Sheriff Homes ,New Build,,,42000,N,,,,01/02/2014,,,120,,,8.82,,147,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100522,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043802,GHW,1,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,48880,N,,,,01/02/2014,,,120,,,10.26,,171.08,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100523,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043803,GHW,2,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,48880,N,,,,01/02/2014,,,120,,,10.26,,171.08,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100524,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043804,GHW,3,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,48880,N,,,,01/02/2014,,,120,,,10.26,,171.08,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100525,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043805,GHW,4,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,48880,N,,,,01/02/2014,,,120,,,10.26,,171.08,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100526,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043806,GHW,5,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,48880,N,,,,01/02/2014,,,120,,,10.26,,171.08,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100527,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043807,GHW,6,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,48880,N,,,,01/02/2014,,,120,,,10.26,,171.08,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100528,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043808,GHW,7,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,59925,N,,,,01/02/2014,,,120,,,12.58,,209.74,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100529,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043809,GHW,8,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,59925,N,,,,01/02/2014,,,120,,,12.58,,209.74,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100530,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043810,GHW,9,"Willow Tree Mews, Gilford Road, Lurgan ",,BT66,Osbourne Developments Ltd,New Build,,,59925,N,,,,01/02/2014,,,120,,,12.58,,209.74,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100531,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043811,GHW,18,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,42400,N,,,,01/02/2014,,,120,,,8.9,,148.4,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100532,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043812,GHW,19,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,42400,N,,,,01/02/2014,,,120,,,8.9,,148.4,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100533,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043813,GHW,20,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,42400,N,,,,01/02/2014,,,120,,,8.9,,148.4,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100534,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043814,GHW,20a,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,42400,N,,,,01/02/2014,,,120,,,8.9,,148.4,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100535,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043815,GHW,21,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,42400,N,,,,01/02/2014,,,120,,,8.9,,148.4,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100536,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043816,GHW,21a,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,42400,N,,,,01/02/2014,,,120,,,8.9,,148.4,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100537,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043817,GHW,22,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,40280,N,,,,01/02/2014,,,120,,,8.46,,140.98,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100538,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1001140043818,GHW,23,"Belvedere, Lurgan ",,BT67 9NM,Drumlough Developments ,New Build,,,51000,N,,,,01/02/2014,,,120,,,10.71,,178.5,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100539,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043845,GHW,8,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,80000,N,,,,01/02/2014,,,120,,,16.8,,280,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100540,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043846,GHW,18,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,60000,N,,,,01/02/2014,,,120,,,12.6,,210,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100541,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043847,GHW,20,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,60000,N,,,,01/02/2014,,,120,,,12.6,,210,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100542,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043848,GHW,22,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,60000,N,,,,01/02/2014,,,120,,,12.6,,210,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100543,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043849,GHW,24,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,60000,N,,,,01/02/2014,,,120,,,12.6,,210,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100544,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043850,GHW,58,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,50000,N,,,,01/02/2014,,,120,,,10.5,,175,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100545,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043851,GHW,60,"Clarefield, Killyman, Dungannon",,BT80 9AZ,Turkington Construction Ltd,New Build,,,50000,N,,,,01/02/2014,,,120,,,10.5,,175,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100546,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043852,GHW,29,"Cargabane Road, Annaghbane, Newry",,,Doral Contracts Ltd,New Build,,,276000,N,,,,01/02/2014,,,120,,,66.24,,1104,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100547,,,
Global Home Warranties,GHW England,Week 1,,ENNZ10021400272,GHW,106,"Kent Road, Sheffield",,S8 9RL,Kent Rd Ltd,NewBuild,,,95000,N,,,,14/02/2014,14/02/2014,,120,,,25.65,,427.5,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100548,,,
Global Home Warranties,GHW England,Week 1,,ENNZ10021400273,GHW,108,"Kent Road, Sheffield",,S8 9RL,Kent Rd Ltd,NewBuild,,,95000,N,,,,14/02/2014,14/02/2014,,120,,,25.65,,427.5,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100549,,,
Global Home Warranties,GHW England,Week 1,,ENNZ10021400274,GHW,Flat 5,"141a Barnet High Street, Barnet",,EN5 5UZ,THFC 59 Ltd,Conversion,,,84000,N,,,,14/02/2014,14/02/2014,,120,,,17.64,,294,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100550,,,
Global Home Warranties,GHW England,Week 1,,ENNZ10021400275,GHW,Flat 6,"141a Barnet High Street, Barnet",,EN5 5UZ,THFC 59 Ltd,Conversion,,,64800,N,,,,14/02/2014,14/02/2014,,120,,,13.61,,226.8,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100551,,,
Global Home Warranties,GHW England,Week 1,,ENNZ10021400276,GHW,Flat 7,"141a Barnet High Street, Barnet",,EN5 5UZ,THFC 59 Ltd,Conversion,,,64800,N,,,,01/02/2014,,,120,,,13.61,,226.8,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100552,,,
Global Home Warranties,GHW England,Week 1,,ENNZ10021400277,GHW,Flat 8,"141a Barnet High Street, Barnet",,EN5 5UZ,THFC 59 Ltd,Conversion,,,84000,N,,,,14/02/2014,14/02/2014,,120,,,17.64,,294,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100553,,,
Global Home Warranties,GHW England,Week 2,,ENNZ10021400278,GHW,1,"Wood Ride, Hadley Wood, ",,EN4 0EJ,Clarke Design & Build,NewBuild,,,490000,N,,,,01/02/2014,,,120,,,111.72,,1862,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100554,,,
Global Home Warranties,GHW England,Week 2,,ENNZ10021400279,GHW,2,"Wood Ride, Hadley Wood, ",,EN4 0EJ,Clarke Design & Build,NewBuild,,,490000,N,,,,01/02/2014,,,120,,,111.72,,1862,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100555,,,
Global Home Warranties,GHW England,Week 2,,ENNZ10021400280,GHW,Knoll House,"The Grove, Warren Lane, Stanmore",,HA7 4LD,Clarke Design & Build,NewBuild,,,500000,N,,,,01/02/2014,,,120,,,135,,2250,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/02/2014,,,2014GHW100556,,,
Global Home Warranties,GHW England,Week 3,,NINZ1002140043854,GHW,20,"Montgomery Park, Ballyrobert Road, Ballyrobert",,BT39 3RT,DB Building Contracts Ltd,New Build,,,42925,N,,,,01/02/2014,,,120,,,9.01,,150.24,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/03/2014,,,2014GHW100557,,,
Global Home Warranties,GHW England,Week 3,,NINZ1002140043855,GHW,21,"Montgomery Park, Ballyrobert Road, Ballyrobert",,BT39 3RT,DB Building Contracts Ltd,New Build,,,42925,N,,,,01/02/2014,,,120,,,9.01,,150.24,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/03/2014,,,2014GHW100558,,,
Global Home Warranties,GHW England,Week 3,,NINZ1002140043856,GHW,22,"Montgomery Park, Ballyrobert Road, Ballyrobert",,BT39 3RT,DB Building Contracts Ltd,New Build,,,42925,N,,,,01/02/2014,,,120,,,9.01,,150.24,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/03/2014,,,2014GHW100559,,,
Global Home Warranties,GHW England,Week 3,,NINZ1002140043857,GHW,23,"Montgomery Park, Ballyrobert Road, Ballyrobert",,BT39 3RT,DB Building Contracts Ltd,New Build,,,42925,N,,,,01/02/2014,,,120,,,9.01,,150.24,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/03/2014,,,2014GHW100560,,,
Global Home Warranties,GHW England,Week 4,,NINZ1002140043872,GHW,102,"Glen Corr, Ballyclare Road, Newtownabbey",,BT36 5LX,SFH Developments Ltd,New Build,,,48950,N,,,,01/02/2014,,,120,,,11.75,,195.8,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/03/2014,,,2014GHW100561,,,
Global Home Warranties,GHW England,Week 4,,NINZ1002140043873,GHW,103,"Glen Corr, Ballyclare Road, Newtownabbey",,BT36 5LX,SFH Developments Ltd,New Build,,,50650,N,,,,01/02/2014,,,120,,,12.16,,202.6,01/02/2014,,Policy,1,01/02/2014,GHW,GHW,01/03/2014,,,2014GHW100562,,,
